     Node ID      R Coord      T Coord      Z Coord            R            T            Z    Magnitude
       30055   4.0779e+02   0.0000e+00  -3.0000e+01   2.7958e+06   0.0000e+00   0.0000e+00   2.7958e+06
       30056   4.0779e+02   0.0000e+00  -6.0000e+01   2.8556e+06   0.0000e+00   0.0000e+00   2.8556e+06
       30057   4.0779e+02   0.0000e+00  -9.0000e+01   2.9434e+06   0.0000e+00   0.0000e+00   2.9434e+06
       30058   4.0779e+02   0.0000e+00  -1.2000e+02   2.9835e+06   0.0000e+00   0.0000e+00   2.9835e+06
       30059   4.0779e+02   0.0000e+00  -1.5000e+02   2.9935e+06   0.0000e+00   0.0000e+00   2.9935e+06
       30060   4.0779e+02   0.0000e+00  -1.8000e+02   2.9954e+06   0.0000e+00   0.0000e+00   2.9954e+06
       30061   4.0779e+02   0.0000e+00  -2.1000e+02   2.9923e+06   0.0000e+00   0.0000e+00   2.9923e+06
       30062   4.0779e+02   0.0000e+00  -2.4000e+02   2.9912e+06   0.0000e+00   0.0000e+00   2.9912e+06
       30063   4.0779e+02   0.0000e+00  -2.7000e+02   2.9896e+06   0.0000e+00   0.0000e+00   2.9896e+06
       30064   4.0779e+02   0.0000e+00  -3.0000e+02   2.9899e+06   0.0000e+00   0.0000e+00   2.9899e+06
       30065   4.0779e+02   0.0000e+00  -3.3000e+02   2.9895e+06   0.0000e+00   0.0000e+00   2.9895e+06
       30066   4.0779e+02   0.0000e+00  -3.6000e+02   2.9901e+06   0.0000e+00   0.0000e+00   2.9901e+06
       30067   4.0779e+02   0.0000e+00  -3.9000e+02   2.9901e+06   0.0000e+00   0.0000e+00   2.9901e+06
       30068   4.0779e+02   0.0000e+00  -4.2000e+02   2.9906e+06   0.0000e+00   0.0000e+00   2.9906e+06
       30069   4.0779e+02   0.0000e+00  -4.5000e+02   2.9906e+06   0.0000e+00   0.0000e+00   2.9906e+06
       30070   4.0779e+02   0.0000e+00  -4.8000e+02   2.9909e+06   0.0000e+00   0.0000e+00   2.9909e+06
       30071   4.0779e+02   0.0000e+00  -5.1000e+02   2.9909e+06   0.0000e+00   0.0000e+00   2.9909e+06
       30072   4.0779e+02   0.0000e+00  -5.4000e+02   2.9911e+06   0.0000e+00   0.0000e+00   2.9911e+06
       30073   4.0779e+02   0.0000e+00  -5.7000e+02   2.9911e+06   0.0000e+00   0.0000e+00   2.9911e+06
